,name,h_gene,t_gene,h_uniprot,t_uniprot,h_chr,t_chr,h_pos,t_pos,h_strand,t_strand,id,h_contribution,t_contribution,domain_architecture,dansy_impact,Novel_Architecture
10166,TGFB1I1--HOXC10,ENSG00000140682,ENSG00000180818,O43294,Q9NYD6,16,12,31472152,53985146,,,DANSY_10166,,IPR001356,IPR001356,Pre-existing,False
10167,FHL3--KCNU1,ENSG00000183386,ENSG00000215262,Q13643,A8MYU2,1,8,37997963,36918823,,,DANSY_10167,IPR056807|IPR001781|IPR001781,IPR048735,IPR056807|IPR001781|IPR001781|IPR048735,Novel,True
10168,UCP2--A4GNT,ENSG00000175567,ENSG00000118017,P55851,Q9UNA3,11,3,73981476,138123713,,,DANSY_10168,,IPR007652,IPR007652,Pre-existing,False
10169,HSP90AB1--SCPEP1,ENSG00000096384,ENSG00000121064,P08238,Q9HB40,6,17,44248630,56996962,,,DANSY_10169,,,,No Annotation,False
10170,DENND4C--DCTN2,ENSG00000137145,ENSG00000175203,Q5VZ89,Q13561,9,12,19372037,57546028,,,DANSY_10170,IPR023341|IPR005113|IPR001194|IPR005112,,IPR023341|IPR005113|IPR001194|IPR005112,Pre-existing,False
10171,NPHP4--KCTD7,ENSG00000131697,ENSG00000243335,O75161,Q96MP8,1,7,5874874,66638253,,,DANSY_10171,IPR058765|IPR058764,IPR057890,IPR058765|IPR058764|IPR057890,Novel,True
10172,DPH7--TDRD5,ENSG00000148399,ENSG00000162782,Q9BTV6,Q8NAT2,9,1,137577470,179635667,,,DANSY_10172,,IPR002999,IPR002999,Pre-existing,False
10173,CNBD2--BIK,ENSG00000149646,ENSG00000100290,Q96M20,Q13323,20,22,36011137,43124016,,,DANSY_10173,IPR000595,,IPR000595,Pre-existing,False
10174,ELAC1--NSG1,ENSG00000141642,ENSG00000168824,Q9H777,P42857,18,4,50986619,4387604,,,DANSY_10174,,,,No Annotation,False
10175,ALDH18A1--CHMP4C,ENSG00000059573,ENSG00000164695,P54886,Q96CF2,10,8,95610197,81753064,,,DANSY_10175,IPR001048,,IPR001048,Pre-existing,False
10176,CHMP4BP1--ZBED1,ENSG00000258469,ENSG00000214717,P59074,O96006,14,X,55271686,2486435,,,DANSY_10176,,IPR003656|IPR008906,IPR003656|IPR008906,Pre-existing,False
10177,PIK3R6--KCNV2,ENSG00000276231,ENSG00000168263,Q5UE93,Q8TDN2,17,9,8821846,2717510,,,DANSY_10177,,IPR003131|IPR005821,IPR003131|IPR005821,Pre-existing,False
10178,ATG3--WASHC1,ENSG00000144848,ENSG00000181404,Q9NT62,A8K0Z3,3,9,112553280,18381,,,DANSY_10178,,,,No Annotation,False
10179,VAX1--F11,ENSG00000148704,ENSG00000088926,Q5SQQ9,P03951,10,4,117136472,186284092,,,DANSY_10179,,IPR001254,IPR001254,Pre-existing,False
10180,SERINC3--ZNF577,ENSG00000132824,ENSG00000161551,Q13530,Q9BSK1,20,19,44503815,51880323,,,DANSY_10180,,IPR001909|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,IPR001909|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,Pre-existing,False
10181,CH25H--IL17C,ENSG00000138135,ENSG00000124391,O95992,Q9P0M4,10,16,89205629,88638981,,,DANSY_10181,IPR006694,,IPR006694,Pre-existing,False
10182,GLB1L2--ZNF268,ENSG00000149328,ENSG00000090612,Q8IW92,Q14587,11,12,134371421,133191489,,,DANSY_10182,IPR031330,IPR001909|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,IPR031330|IPR001909|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,Novel,True
10183,HINT1--HTR2A,ENSG00000169567,ENSG00000102468,P49773,P28223,5,13,131159027,46896674,,,DANSY_10183,IPR011146,IPR017452,IPR011146|IPR017452,Novel,True
10184,LIME1--PRICKLE1,ENSG00000203896,ENSG00000139174,Q9H400,Q96MT3,20,12,63737533,42589465,,,DANSY_10184,,IPR010442|IPR001781|IPR001781|IPR001781,IPR010442|IPR001781|IPR001781|IPR001781,Pre-existing,False
10185,TMEM134--TSPAN32,ENSG00000172663,ENSG00000064201,Q9H6X4,Q96QS1,11,11,67465056,2316576,,,DANSY_10185,,,,No Annotation,False
10186,TBC1D3D--SLX4,ENSG00000274419,ENSG00000188827,A0A087WVF3,Q8IY92,17,16,38005560,3600979,,,DANSY_10186,,IPR006642|IPR000210,IPR006642|IPR000210,Pre-existing,False
10187,PLA2R1--NCF1,ENSG00000153246,ENSG00000158517,Q13018,P14598,2,7,159970148,74789039,,,DANSY_10187,IPR000772|IPR000562|IPR001304|IPR001304|IPR001304|IPR001304,IPR015039,IPR000772|IPR000562|IPR001304|IPR001304|IPR001304|IPR001304|IPR015039,Novel,True
10188,KCNA6--ALDH18A1,ENSG00000151079,ENSG00000059573,P17658,P54886,12,10,4809334,95656597,,,DANSY_10188,IPR000210|IPR005821,IPR001048|IPR000965,IPR000210|IPR005821|IPR001048|IPR000965,Novel,True
10189,NCAPD2--TRAV20,ENSG00000010292,ENSG00000211800,Q15021,A0A0B4J274,12,14,6526287,22040594,,,DANSY_10189,IPR024324,IPR007110,IPR024324|IPR007110,Novel,True
10190,PIGF--ARNT2,ENSG00000151665,ENSG00000172379,Q07326,Q9HBZ2,2,15,46616970,80475010,,,DANSY_10190,,IPR000014|IPR000014,IPR000014|IPR000014,Pre-existing,False
10191,PIGM--IFT70B,ENSG00000143315,ENSG00000196659,Q9H3S5,Q8N4P2,1,2,160024953,177548998,,,DANSY_10191,,,,No Annotation,False
10192,MMP11--ALG11,ENSG00000099953,ENSG00000253710,P24347,Q2TAA5,22,13,23783411,52028319,,,DANSY_10192,IPR001818|IPR000585,,IPR001818|IPR000585,Pre-existing,False
10193,CNR1--IRF1,ENSG00000118432,ENSG00000125347,P21554,P10914,6,5,88165803,132486557,,,DANSY_10193,,,,No Annotation,False
10194,PRTFDC1--SEPTIN5,ENSG00000099256,ENSG00000184702,Q9NRG1,Q99719,10,22,24871998,19719806,,,DANSY_10194,,,,No Annotation,False
10195,CD14--RAD21L1,ENSG00000170458,ENSG00000244588,P08571,Q9H4I0,5,20,140631732,1242619,,,DANSY_10195,,IPR049589|IPR006909,IPR049589|IPR006909,Pre-existing,False
10196,CHDH--HIGD2B,ENSG00000016391,ENSG00000175202,Q8NE62,Q4VC39,3,15,53846083,72680015,,,DANSY_10196,,IPR007667,IPR007667,Pre-existing,False
10197,EIF3C--CX3CL1,ENSG00000184110,ENSG00000006210,Q99613,P78423,16,16,28723448,57379634,,,DANSY_10197,,IPR001811,IPR001811,Pre-existing,False
10198,TRIM66--MTHFSD,ENSG00000166436,ENSG00000103248,O15016,Q2M296,11,16,8682601,86546559,,,DANSY_10198,,IPR000504,IPR000504,Pre-existing,False
10199,SLAMF9--NUP107,ENSG00000162723,ENSG00000111581,Q96A28,P57740,1,12,159952262,68688962,,,DANSY_10199,IPR007110,,IPR007110,Pre-existing,False
10200,PRP4K--ACTL10,ENSG00000112739,ENSG00000288649,Q13523,Q5JWF8,6,20,4047175,33666943,,,DANSY_10200,,,,No Annotation,False
10201,KRT31--KIAA1958,ENSG00000094796,ENSG00000165185,Q15323,Q8N8K9,17,9,41393721,112486827,,,DANSY_10201,IPR039008,IPR021893,IPR039008|IPR021893,Novel,True
10202,SMO--SEMG1,ENSG00000128602,ENSG00000124233,Q99835,P04279,7,20,129209289,45207374,,,DANSY_10202,IPR020067,,IPR020067,Pre-existing,False
10203,NYAP1--LRP3,ENSG00000166924,ENSG00000130881,Q6ZVC0,O75074,7,19,100485228,33194330,,,DANSY_10203,,IPR000859|IPR000859,IPR000859|IPR000859,Pre-existing,False
10204,MKRN3--FTHL17,ENSG00000179455,ENSG00000132446,Q13064,Q9BXU8,15,X,23565674,31071233,,,DANSY_10204,IPR000571|IPR000571|IPR001841|IPR000571|IPR031644,IPR008331,IPR000571|IPR000571|IPR001841|IPR000571|IPR031644|IPR008331,Novel,True
10205,NUDT14--COG6,ENSG00000183828,ENSG00000133103,O95848,Q9Y2V7,14,13,105176963,39719236,,,DANSY_10205,,,,No Annotation,False
10206,NOVA2--TRAPPC6B,ENSG00000104967,ENSG00000182400,Q9UNW9,Q86SZ2,19,14,45933734,39154211,,,DANSY_10206,IPR004087|IPR004087|IPR004087,,IPR004087|IPR004087|IPR004087,Pre-existing,False
10207,ZRSR2--FGF7,ENSG00000169249,ENSG00000140285,Q15696,P21781,X,15,15809200,49423242,,,DANSY_10207,,,,No Annotation,False
10208,MAP2K2--SANBR,ENSG00000126934,ENSG00000162929,P36507,Q6NSI8,19,2,4097279,61117467,,,DANSY_10208,,,,No Annotation,False
10209,GABRA4--GNAO1,ENSG00000109158,ENSG00000087258,P48169,P09471,4,16,46992828,56191489,,,DANSY_10209,,,,No Annotation,False
10210,TEX54--CDH19,ENSG00000283268,ENSG00000071991,A0A1B0GVG6,Q9H159,11,18,62832321,66511568,,,DANSY_10210,,IPR000233,IPR000233,Pre-existing,False
10211,CORO1C--CMTM7,ENSG00000110880,ENSG00000153551,Q9ULV4,Q96FZ5,12,3,108662029,32391853,,,DANSY_10211,IPR015048,IPR008253,IPR015048|IPR008253,Novel,True
10212,USO1--NDN,ENSG00000138768,ENSG00000182636,O60763,Q99608,4,15,75801079,23685400,,,DANSY_10212,IPR006953,IPR002190,IPR006953|IPR002190,Novel,True
10213,HAS3--CYP39A1,ENSG00000103044,ENSG00000146233,O00219,Q9NYL5,16,6,69114343,46652406,,,DANSY_10213,,,,No Annotation,False
10214,NFIC--SLC28A3,ENSG00000141905,ENSG00000197506,P08651,Q9HAS3,19,9,3462752,84285943,,,DANSY_10214,IPR019548|IPR003619,,IPR019548|IPR003619,Pre-existing,False
10215,LPCAT2--NLN,ENSG00000087253,ENSG00000123213,Q7L5N7,Q9BYT8,16,5,55528377,65781261,,,DANSY_10215,,IPR001567,IPR001567,Pre-existing,False
10216,EIF3D--NOD1,ENSG00000100353,ENSG00000106100,O15371,Q9Y239,22,7,36517301,30446967,,,DANSY_10216,,,,No Annotation,False
10217,PCSK5--BARD1,ENSG00000099139,ENSG00000138376,Q92824,Q99728,9,2,75932379,214792297,,,DANSY_10217,,IPR001357|IPR001357,IPR001357|IPR001357,Pre-existing,False
10218,HYOU1--TRBV13,ENSG00000149428,ENSG00000276405,Q9Y4L1,A0A0A6YYD4,11,7,119056070,142535998,,,DANSY_10218,,IPR007110,IPR007110,Pre-existing,False
10219,RTL3--MVP,ENSG00000179300,ENSG00000013364,Q8N8U3,Q14764,X,16,78659261,29820462,,,DANSY_10219,,IPR041134|IPR041139|IPR041139|IPR041139|IPR041134|IPR041139|IPR041136|IPR040989|IPR021870,IPR041134|IPR041139|IPR041139|IPR041139|IPR041134|IPR041139|IPR041136|IPR040989|IPR021870,Pre-existing,False
10220,ATG4B--EGLN2,ENSG00000168397,ENSG00000269858,Q9Y4P1,Q96KS0,2,19,241668540,40807138,,,DANSY_10220,,,,No Annotation,False
10221,HLA-A--RSPRY1,ENSG00000206503,ENSG00000159579,P04439,Q96DX4,6,16,29943268,57221272,,,DANSY_10221,IPR001039|IPR001039|IPR001039|IPR001039,IPR001841,IPR001039|IPR001039|IPR001039|IPR001039|IPR001841,Novel,True
10222,BICDL1--RAB11A,ENSG00000135127,ENSG00000103769,Q6ZP65,P62491,12,15,120064733,65877762,,,DANSY_10222,,,,No Annotation,False
10223,ADGRG4--IYD,ENSG00000156920,ENSG00000009765,Q8IZF6,Q6PHW0,X,6,136300963,150398055,,,DANSY_10223,,,,No Annotation,False
10224,PRG2--PNMA1,ENSG00000186652,ENSG00000176903,P13727,Q8ND90,11,14,57389010,73711783,,,DANSY_10224,,IPR048271|IPR048270,IPR048271|IPR048270,Pre-existing,False
10225,KCNQ5--SPRR2E,ENSG00000185760,ENSG00000203785,Q9NR82,P22531,6,1,73194452,153093135,,,DANSY_10225,IPR005821|IPR013821,,IPR005821|IPR013821,Pre-existing,False
10226,ZC3H11C--C11orf87,ENSG00000214558,ENSG00000185742,P0DQW0,Q6NUJ2,6,11,65301476,109423375,,,DANSY_10226,,,,No Annotation,False
10227,PALLD--ARL6,ENSG00000129116,ENSG00000113966,Q8WX93,Q9H0F7,4,3,168925233,97768081,,,DANSY_10227,IPR003598|IPR003598|IPR003598,IPR005225,IPR003598|IPR003598|IPR003598|IPR005225,Novel,True
10228,GSAP--DUSP15,ENSG00000186088,ENSG00000149599,A4D1B5,Q9H1R2,7,20,77362583,31869564,,,DANSY_10228,,IPR000340,IPR000340,Pre-existing,False
10229,TRPC5OS--PJA1,ENSG00000204025,ENSG00000181191,A6NMA1,Q8NG27,X,X,111876181,69165372,,,DANSY_10229,,IPR001841,IPR001841,Pre-existing,False
10230,MSL1--CCZ1,ENSG00000188895,ENSG00000122674,Q68DK7,P86791,17,7,40134279,5905094,,,DANSY_10230,IPR031840|IPR029332,IPR043988|IPR043989,IPR031840|IPR029332|IPR043988|IPR043989,Novel,True
10231,SEMA3C--LOX,ENSG00000075223,ENSG00000113083,Q99985,P28300,7,5,80804106,122075404,,,DANSY_10231,,,,No Annotation,False
10232,GPR4--PIP4K2C,ENSG00000177464,ENSG00000166908,P46093,Q8TBX8,19,12,45589764,57591192,,,DANSY_10232,IPR017452,IPR002498,IPR017452|IPR002498,Novel,True
10233,MAPK15--DEPDC1,ENSG00000181085,ENSG00000024526,Q8TD08,Q5TB30,8,1,143719343,68488374,,,DANSY_10233,,,,No Annotation,False
10234,PIAS3--CXorf51B,ENSG00000131788,ENSG00000235699,Q9Y6X2,P0DPH9,1,X,145856589,146809771,,,DANSY_10234,IPR003034,,IPR003034,Pre-existing,False
10235,TBPL1--NAA30,ENSG00000028839,ENSG00000139977,P62380,Q147X3,6,14,133982817,57390957,,,DANSY_10235,,IPR000182,IPR000182,Pre-existing,False
10236,ALK--H2BC17,ENSG00000171094,ENSG00000274641,Q9UM73,P23527,2,6,29919993,27893425,,,DANSY_10236,,IPR007125,IPR007125,Pre-existing,False
10237,FOXB1--HSPG2,ENSG00000171956,ENSG00000142798,Q99853,P98160,15,1,60004907,21842239,,,DANSY_10237,IPR001766,IPR003598|IPR003598|IPR003598|IPR013106|IPR003598|IPR003598|IPR003598|IPR003598|IPR001791|IPR000742|IPR000742|IPR001791|IPR000742|IPR000742|IPR001791,IPR001766|IPR003598|IPR003598|IPR003598|IPR013106|IPR003598|IPR003598|IPR003598|IPR003598|IPR001791|IPR000742|IPR000742|IPR001791|IPR000742|IPR000742|IPR001791,Novel,True
10238,SRY--EFCAB5,ENSG00000184895,ENSG00000176927,Q05066,A4FU69,Y,17,2786855,30059545,,,DANSY_10238,IPR009071,IPR002048,IPR009071|IPR002048,Novel,True
10239,EDN1--EMC9,ENSG00000078401,ENSG00000100908,P05305,Q9Y3B6,6,14,12294261,24139545,,,DANSY_10239,IPR001928|IPR001928,,IPR001928|IPR001928,Pre-existing,False
10240,SLURP1--TMPRSS11D,ENSG00000126233,ENSG00000153802,P55000,O60235,8,4,142742328,67842558,,,DANSY_10240,,IPR001254,IPR001254,Pre-existing,False
10241,HOXC9--SERPINA2,ENSG00000180806,ENSG00000258597,P31274,P20848,12,14,54002430,94366044,,,DANSY_10241,IPR006711|IPR001356,IPR023796,IPR006711|IPR001356|IPR023796,Novel,True
10242,HEMGN--CRISP1,ENSG00000136929,ENSG00000124812,Q9BXL5,P54107,9,6,97938058,49838437,,,DANSY_10242,,IPR003582,IPR003582,Pre-existing,False
10243,LRRC72--ARHGAP31,ENSG00000205858,ENSG00000031081,A6NJI9,Q2M1Z3,7,3,16581324,119368372,,,DANSY_10243,,,,No Annotation,False
10244,LGALS16--TRAF2,ENSG00000249861,ENSG00000127191,A8MUM7,Q12933,19,9,39658460,136920234,,,DANSY_10244,,IPR032070|IPR002083,IPR032070|IPR002083,Pre-existing,False
10245,ISOC2--PLA2G4F,ENSG00000063241,ENSG00000168907,Q96AB3,Q68DD2,19,15,55455636,42147626,,,DANSY_10245,,,,No Annotation,False
10246,TWSG1--NAGK,ENSG00000128791,ENSG00000124357,Q9GZX9,Q9UJ70,18,2,9337193,71078318,,,DANSY_10246,,,,No Annotation,False
10247,EFNA5--DUOX1,ENSG00000184349,ENSG00000137857,P52803,Q9NRD9,5,15,107376894,45137924,,,DANSY_10247,IPR001799,IPR002048|IPR013130|IPR013112|IPR013121,IPR001799|IPR002048|IPR013130|IPR013112|IPR013121,Novel,True
10248,OR52N5--SLC25A18,ENSG00000181009,ENSG00000182902,Q8NH56,Q9H1K4,11,22,5783295,17579745,,,DANSY_10248,,,,No Annotation,False
10249,CMC1--RBX1,ENSG00000187118,ENSG00000100387,Q7Z7K0,P62877,3,22,28316333,40951378,,,DANSY_10249,,IPR001841,IPR001841,Pre-existing,False
10250,CCDC197--SIRT1,ENSG00000175699,ENSG00000096717,Q8NCU1,Q96EB6,14,10,94001145,67916265,,,DANSY_10250,,,,No Annotation,False
10251,GATD1--OR6N2,ENSG00000177225,ENSG00000188340,Q8NB37,Q8NGY6,11,1,777399,158781170,,,DANSY_10251,,IPR017452,IPR017452,Pre-existing,False
10252,TNFRSF11B--OTP,ENSG00000164761,ENSG00000171540,O00300,Q5XKR4,8,5,118932931,77638513,,,DANSY_10252,IPR001368|IPR001368,IPR001356|IPR003654,IPR001368|IPR001368|IPR001356|IPR003654,Novel,True
10253,RARRES1--HRNR,ENSG00000118849,ENSG00000197915,P49788,Q86YZ3,3,1,158710738,152223116,,,DANSY_10253,,IPR013787|IPR002048,IPR013787|IPR002048,Pre-existing,False
10254,RNMT--ERICH3,ENSG00000101654,ENSG00000178965,O43148,Q5RHP9,18,1,13730627,74631713,,,DANSY_10254,,IPR048257,IPR048257,Pre-existing,False
10255,SAMD13--SMIM36,ENSG00000203943,ENSG00000261873,Q5VXD3,A0A1B0GVT2,1,17,84301708,55467145,,,DANSY_10255,,,,No Annotation,False
10256,CCNY--BARX1,ENSG00000108100,ENSG00000131668,Q8ND76,Q9HBU1,10,9,35530124,93952729,,,DANSY_10256,,,,No Annotation,False
10257,TRGV3--FSAF1,ENSG00000211699,ENSG00000143633,P03979,Q8NDD1,7,1,38358937,231225471,,,DANSY_10257,,,,No Annotation,False
10258,PTCD1--ATP2A3,ENSG00000106246,ENSG00000074370,O75127,Q93084,7,17,99416739,3929328,,,DANSY_10258,IPR033443,,IPR033443,Pre-existing,False
10259,GIMAP5--NPB,ENSG00000196329,ENSG00000183979,Q96F15,Q8NG41,7,17,150742183,81902238,,,DANSY_10259,IPR006703,,IPR006703,Pre-existing,False
10260,TLCD4--TMC6,ENSG00000152078,ENSG00000141524,Q96MV1,Q7Z403,1,17,95150208,78124889,,,DANSY_10260,,IPR012496,IPR012496,Pre-existing,False
10261,RGP1--CDKL5,ENSG00000107185,ENSG00000008086,Q92546,O76039,9,X,35750243,18579848,,,DANSY_10261,,,,No Annotation,False
10262,RASSF8--TRADD,ENSG00000123094,ENSG00000102871,Q8NHQ8,Q15628,12,16,26055236,67155377,,,DANSY_10262,,IPR009095|IPR000488,IPR009095|IPR000488,Pre-existing,False
10263,MDP1--MFSD12,ENSG00000213920,ENSG00000161091,Q86V88,Q6NUT3,14,19,24215552,3546255,,,DANSY_10263,,,,No Annotation,False
10264,CYP4A11--ADPRM,ENSG00000187048,ENSG00000170222,Q02928,Q3LIE5,1,17,46934453,10710834,,,DANSY_10264,,,,No Annotation,False
10265,UGT1A7--GTF2A1,ENSG00000244122,ENSG00000165417,Q9HAW7,P52655,2,14,233681901,81203900,,,DANSY_10265,,,,No Annotation,False
10266,N4BP3--PAK1,ENSG00000145911,ENSG00000149269,O15049,Q13153,5,11,178120178,77358898,,,DANSY_10266,,IPR000719,IPR000719,Pre-existing,False
10267,DCAF4L1--ZNF708,ENSG00000182308,ENSG00000182141,Q3SXM0,P17019,4,19,41981756,21309246,,,DANSY_10267,,IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,Pre-existing,False
10268,LRRTM1--LMX1A,ENSG00000162951,ENSG00000162761,Q86UE6,Q8TE12,2,1,80304152,165353076,,,DANSY_10268,,IPR001781|IPR001781|IPR001356,IPR001781|IPR001781|IPR001356,Pre-existing,False
10269,ITPR1--SP1,ENSG00000150995,ENSG00000185591,Q14643,P08047,3,12,4516476,53381659,,,DANSY_10269,,IPR013087|IPR013087|IPR013087,IPR013087|IPR013087|IPR013087,Pre-existing,False
10270,PLA2G3--FSCN2,ENSG00000100078,ENSG00000186765,Q9NZ20,O14926,22,17,31136908,81536622,,,DANSY_10270,IPR016090,IPR022768,IPR016090|IPR022768,Novel,True
10271,SLTM--TMEM185A,ENSG00000137776,ENSG00000269556,Q9NWH9,Q8NFB2,15,X,58879050,149608627,,,DANSY_10271,IPR003034|IPR000504,,IPR003034|IPR000504,Pre-existing,False
10272,BMP5--DNAH12,ENSG00000112175,ENSG00000174844,P22003,Q6ZR08,6,3,55774049,57452843,,,DANSY_10272,IPR001111,IPR003593|IPR041466|IPR003593|IPR041589|IPR024317|IPR004273|IPR041658|IPR041228,IPR001111|IPR003593|IPR041466|IPR003593|IPR041589|IPR024317|IPR004273|IPR041658|IPR041228,Novel,True
10273,ZNF268--CNFN,ENSG00000090612,ENSG00000105427,Q14587,Q9BYD5,12,19,133187872,42388926,,,DANSY_10273,,,,No Annotation,False
10274,CWF19L2--SLC22A7,ENSG00000152404,ENSG00000137204,Q2TBE0,Q9Y694,11,6,107329918,43299898,,,DANSY_10274,IPR006768,,IPR006768,Pre-existing,False
10275,ABCB6--SPDYE16,ENSG00000115657,ENSG00000185040,Q9NP58,A6NNV3,2,7,219213008,76538586,,,DANSY_10275,IPR032410|IPR011527,,IPR032410|IPR011527,Pre-existing,False
10276,CDC40--ATXN2,ENSG00000168438,ENSG00000204842,O60508,Q99700,6,12,110228832,111518249,,,DANSY_10276,,IPR009604,IPR009604,Pre-existing,False
10277,CD244--ETV4,ENSG00000122223,ENSG00000175832,Q9BZW8,P43268,1,17,160862617,43545274,,,DANSY_10277,,IPR000418,IPR000418,Pre-existing,False
10278,NPR3--RETREG3,ENSG00000113389,ENSG00000141699,P17342,Q86VR2,5,17,32724698,42587834,,,DANSY_10278,,,,No Annotation,False
10279,ZNF133--ABCA10,ENSG00000125846,ENSG00000154263,P52736,Q8WWZ4,20,17,18305008,69164074,,,DANSY_10279,,IPR003439|IPR056264,IPR003439|IPR056264,Pre-existing,False
10280,ECEL1--RESF1,ENSG00000171551,ENSG00000174718,O95672,Q9HCM1,2,12,232485199,31960777,,,DANSY_10280,,,,No Annotation,False
10281,CWC15--SLC35G2,ENSG00000150316,ENSG00000168917,Q9P013,Q8TBE7,11,3,94969989,136854443,,,DANSY_10281,,IPR000620|IPR000620,IPR000620|IPR000620,Pre-existing,False
10282,FAM9B--ZNF570,ENSG00000177138,ENSG00000171827,Q8IZU0,Q96NI8,X,19,9030261,37470304,,,DANSY_10282,,IPR001909|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,IPR001909|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,Pre-existing,False
10283,SULT6B1--UTP18,ENSG00000138068,ENSG00000011260,Q6IMI4,Q9Y5J1,2,17,37167820,51297782,,,DANSY_10283,IPR000863,,IPR000863,Pre-existing,False
10284,RABEP1--STX10,ENSG00000029725,ENSG00000104915,Q15276,O60499,17,19,5350451,13149029,,,DANSY_10284,,IPR000727,IPR000727,Pre-existing,False
10285,RBM34--H2AC1,ENSG00000188739,ENSG00000164508,P42696,Q96QV6,1,6,235152706,25726063,,,DANSY_10285,,IPR007125|IPR032454,IPR007125|IPR032454,Pre-existing,False
10286,NLGN4Y--UGT1A8,ENSG00000165246,ENSG00000242366,Q8NFZ3,Q9HAW9,Y,2,14723117,233772262,,,DANSY_10286,,,,No Annotation,False
10287,TEKT3--U2AF1,ENSG00000125409,ENSG00000160201,Q9BXF9,Q01081,17,21,15331007,43095438,,,DANSY_10287,,IPR000571,IPR000571,Pre-existing,False
10288,SIGLEC1--BARHL2,ENSG00000088827,ENSG00000143032,Q9BZZ2,Q9NY43,20,1,3707080,90716571,,,DANSY_10288,,IPR001356,IPR001356,Pre-existing,False
10289,ELP5--IGLV7-43,ENSG00000170291,ENSG00000211652,Q8TE02,P04211,17,22,7252215,22395185,,,DANSY_10289,,IPR003599,IPR003599,Pre-existing,False
10290,KRTAP27-1--CAMLG,ENSG00000206107,ENSG00000164615,Q3LI81,P49069,21,5,30337013,134741063,,,DANSY_10290,,,,No Annotation,False
10291,AQP12A--KLHL10,ENSG00000184945,ENSG00000161594,Q8IXF9,Q6JEL2,2,17,240692074,41847261,,,DANSY_10291,,,,No Annotation,False
10292,OR2AK2--NCOA4,ENSG00000187080,ENSG00000266412,Q8NG84,Q13772,1,10,247965233,46030526,,,DANSY_10292,IPR017452,IPR022174|IPR022174,IPR017452|IPR022174|IPR022174,Novel,True
10293,GABRA6--MID1,ENSG00000145863,ENSG00000101871,Q16445,O15344,5,X,161686230,10620290,,,DANSY_10293,,IPR001841|IPR000315|IPR000315|IPR003649|IPR017903|IPR003961|IPR001870,IPR001841|IPR000315|IPR000315|IPR003649|IPR017903|IPR003961|IPR001870,Pre-existing,False
10294,PRSS35--CHSY3,ENSG00000146250,ENSG00000198108,Q8N3Z0,Q70JA7,6,5,83512534,130184229,,,DANSY_10294,,,,No Annotation,False
10295,UBE2D1--NOL4L,ENSG00000072401,ENSG00000197183,P51668,Q96MY1,10,20,58361338,32456118,,,DANSY_10295,,,,No Annotation,False
10296,SERTAD1--SNAP47,ENSG00000197019,ENSG00000143740,Q9UHV2,Q5SQN1,19,1,40425867,227780527,,,DANSY_10296,,IPR000727,IPR000727,Pre-existing,False
10297,PEX14--CAPG,ENSG00000142655,ENSG00000042493,O75381,P40121,1,2,10495274,85398690,,,DANSY_10297,,IPR007123,IPR007123,Pre-existing,False
10298,HBE1--GABRG3,ENSG00000213931,ENSG00000182256,P02100,Q99928,11,15,5269799,27026754,,,DANSY_10298,,IPR006029,IPR006029,Pre-existing,False
10299,CNBP--GAP43,ENSG00000169714,ENSG00000172020,P62633,P17677,3,3,129171634,115676013,,,DANSY_10299,IPR001878,IPR017454,IPR001878|IPR017454,Novel,True
10300,PCDHA1--H2BC21,ENSG00000204970,ENSG00000184678,Q9Y5I3,Q16778,5,1,140786140,149884459,,,DANSY_10300,IPR002126|IPR002126|IPR002126|IPR002126|IPR002126,IPR007125,IPR002126|IPR002126|IPR002126|IPR002126|IPR002126|IPR007125,Novel,True
10301,SLC4A5--KCNK5,ENSG00000188687,ENSG00000164626,Q9BY07,O95279,2,6,74250343,39188971,,,DANSY_10301,IPR013769,,IPR013769,Pre-existing,False
10302,NAA50--EIF2AK4,ENSG00000121579,ENSG00000128829,Q9GZZ1,Q9P2K8,3,15,113723959,40009614,,,DANSY_10302,,IPR024435,IPR024435,Pre-existing,False
